ezqcid,AnatAll.lcj.score1,AnatRestAll.lcj.score1,hcpall.lcj.score1,AnatAll.lcj.score2,AnatRestAll.lcj.score2,AnatAll.lcj.score3,AnatRestAll.lcj.score3,AnatRestAll.lcj.score4,AnatAll.lcj.tag1,AnatRestAll.lcj.tag1,hcpall.lcj.tag1,AnatAll.lcj.tag2,AnatRestAll.lcj.tag2,hcpall.lcj.tag2,AnatRestAll.lcj.tag3,hcpall.lcj.tag3,sublist,subid,SESSION,moddir,mod,RUN,isnii,rest_check,fsrecon_dir,anat_check,fs_check,ezqcbatch,AnatAll.lcj.button,AnatRestAll.lcj.button,hcpall.lcj.button,AnatAll.lcj.control,AnatRestAll.lcj.control,hcpall.lcj.control,AnatAll.lcj.filename,AnatRestAll.lcj.filename,hcpall.lcj.filename,AnatAll.lcj.filepath,AnatRestAll.lcj.filepath,hcpall.lcj.filepath,AnatAll.lcj.interper,AnatRestAll.lcj.interper,hcpall.lcj.interper,AnatAll.lcj.label,AnatRestAll.lcj.label,hcpall.lcj.label,AnatAll.lcj.score1label,AnatRestAll.lcj.score1label,hcpall.lcj.score1label,AnatAll.lcj.score1num,AnatRestAll.lcj.score1num,hcpall.lcj.score1num,AnatAll.lcj.score1num_,AnatRestAll.lcj.score1num_,hcpall.lcj.score1num_,AnatAll.lcj.score2label,AnatRestAll.lcj.score2label,AnatAll.lcj.score2num,AnatRestAll.lcj.score2num,AnatAll.lcj.score2num_,AnatRestAll.lcj.score2num_,AnatAll.lcj.score3label,AnatRestAll.lcj.score3label,AnatAll.lcj.score3num,AnatRestAll.lcj.score3num,AnatAll.lcj.score3num_,AnatRestAll.lcj.score3num_,AnatRestAll.lcj.score4label,AnatRestAll.lcj.score4num,AnatRestAll.lcj.score4num_,AnatAll.lcj.select_filter,AnatRestAll.lcj.select_filter,hcpall.lcj.select_filter,AnatAll.lcj.showing,AnatRestAll.lcj.showing,hcpall.lcj.showing,AnatAll.lcj.tag1label,AnatRestAll.lcj.tag1label,hcpall.lcj.tag1label,AnatAll.lcj.tag2label,AnatRestAll.lcj.tag2label,hcpall.lcj.tag2label,AnatRestAll.lcj.tag3label,hcpall.lcj.tag3label,AnatAll.lcj.time,AnatRestAll.lcj.time,hcpall.lcj.time,AnatAll.lcj.watch_mode,AnatRestAll.lcj.watch_mode,hcpall.lcj.watch_mode
CCNPCKG0006_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0006_02,CCNPCKG0006,2,rest02,rest,2.0,1,5.0,CCNPCKG0006_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0006_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0006_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:26:08,,,False
CCNPCKG0007_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0007_01,CCNPCKG0007,1,rest01,rest,1.0,1,5.0,CCNPCKG0007_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0007_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0007_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:26:40,,,False
CCNPCKG0007_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0007_01,CCNPCKG0007,1,rest02,rest,2.0,1,5.0,CCNPCKG0007_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0007_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0007_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:27:03,,,False
CCNPCKG0007_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0007_02,CCNPCKG0007,2,rest01,rest,1.0,1,5.0,CCNPCKG0007_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0007_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0007_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:27:26,,,False
CCNPCKG0007_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0007_02,CCNPCKG0007,2,rest02,rest,2.0,1,5.0,CCNPCKG0007_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0007_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0007_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:27:53,,,False
CCNPCKG0007_03_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0007_03,CCNPCKG0007,3,rest01,rest,1.0,1,5.0,CCNPCKG0007_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0007_03_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0007_03_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:28:18,,,False
CCNPCKG0007_03_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0007_03,CCNPCKG0007,3,rest02,rest,2.0,1,5.0,CCNPCKG0007_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0007_03_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0007_03_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:28:48,,,False
CCNPCKG0008_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0008_01,CCNPCKG0008,1,rest01,rest,1.0,1,5.0,CCNPCKG0008_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0008_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0008_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:29:10,,,False
CCNPCKG0008_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0008_01,CCNPCKG0008,1,rest02,rest,2.0,1,5.0,CCNPCKG0008_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0008_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0008_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:29:34,,,False
CCNPCKG0008_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0008_02,CCNPCKG0008,2,rest01,rest,1.0,1,5.0,CCNPCKG0008_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0008_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0008_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:29:55,,,False
CCNPCKG0008_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0008_02,CCNPCKG0008,2,rest02,rest,2.0,1,5.0,CCNPCKG0008_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0008_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0008_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:45:50,,,False
CCNPCKG0009_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0009_01,CCNPCKG0009,1,rest01,rest,1.0,1,5.0,CCNPCKG0009_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0009_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0009_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:46:13,,,False
CCNPCKG0009_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0009_01,CCNPCKG0009,1,rest02,rest,2.0,1,5.0,CCNPCKG0009_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0009_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0009_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:46:34,,,False
CCNPCKG0009_02_rest01,,,0.0,,,,,,,,True,,,False,,True,CCNPCKG0009_02,CCNPCKG0009,2,rest01,rest,1.0,1,3.0,CCNPCKG0009_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0009_02_rest01._.lcj._.0._.True.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0009_02_rest01._.lcj._.0._.True.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:46:44,,,False
CCNPCKG0009_02_rest02,,,0.0,,,,,,,,True,,,False,,True,CCNPCKG0009_02,CCNPCKG0009,2,rest02,rest,2.0,1,3.0,CCNPCKG0009_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0009_02_rest02._.lcj._.0._.True.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0009_02_rest02._.lcj._.0._.True.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:46:56,,,False
CCNPCKG0009_03_rest01,,,0.0,,,,,,,,True,,,True,,True,CCNPCKG0009_03,CCNPCKG0009,3,rest01,rest,1.0,1,3.0,CCNPCKG0009_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0009_03_rest01._.lcj._.0._.True.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0009_03_rest01._.lcj._.0._.True.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:47:03,,,False
CCNPCKG0009_03_rest02,,,0.0,,,,,,,,True,,,False,,False,CCNPCKG0009_03,CCNPCKG0009,3,rest02,rest,2.0,1,3.0,CCNPCKG0009_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0009_03_rest02._.lcj._.0._.True.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0009_03_rest02._.lcj._.0._.True.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:47:08,,,False
CCNPCKG0010_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0010_01,CCNPCKG0010,1,rest01,rest,1.0,1,5.0,CCNPCKG0010_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0010_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0010_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:51:07,,,False
CCNPCKG0010_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0010_01,CCNPCKG0010,1,rest02,rest,2.0,1,5.0,CCNPCKG0010_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0010_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0010_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:51:32,,,False
CCNPCKG0010_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0010_02,CCNPCKG0010,2,rest01,rest,1.0,1,5.0,CCNPCKG0010_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0010_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0010_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:51:56,,,False
CCNPCKG0010_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0010_02,CCNPCKG0010,2,rest02,rest,2.0,1,5.0,CCNPCKG0010_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0010_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0010_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:52:22,,,False
CCNPCKG0010_03_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0010_03,CCNPCKG0010,3,rest01,rest,1.0,1,5.0,CCNPCKG0010_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0010_03_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0010_03_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 10:52:44,,,False
CCNPCKG0010_03_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0010_03,CCNPCKG0010,3,rest02,rest,2.0,1,5.0,CCNPCKG0010_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0010_03_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0010_03_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:07:22,,,False
CCNPCKG0011_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0011_01,CCNPCKG0011,1,rest01,rest,1.0,1,5.0,CCNPCKG0011_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0011_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0011_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:07:47,,,False
CCNPCKG0011_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0011_01,CCNPCKG0011,1,rest02,rest,2.0,1,5.0,CCNPCKG0011_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0011_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0011_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:09:11,,,False
CCNPCKG0011_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0011_02,CCNPCKG0011,2,rest01,rest,1.0,1,5.0,CCNPCKG0011_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0011_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0011_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:09:34,,,False
CCNPCKG0011_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0011_02,CCNPCKG0011,2,rest02,rest,2.0,1,5.0,CCNPCKG0011_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0011_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0011_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:10:32,,,False
CCNPCKG0011_03_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0011_03,CCNPCKG0011,3,rest01,rest,1.0,1,5.0,CCNPCKG0011_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0011_03_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0011_03_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:11:33,,,False
CCNPCKG0011_03_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0011_03,CCNPCKG0011,3,rest02,rest,2.0,1,5.0,CCNPCKG0011_03,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0011_03_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0011_03_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:12:01,,,False
CCNPCKG0012_01_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0012_01,CCNPCKG0012,1,rest01,rest,1.0,1,5.0,CCNPCKG0012_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0012_01_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0012_01_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:12:23,,,False
CCNPCKG0012_01_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0012_01,CCNPCKG0012,1,rest02,rest,2.0,1,5.0,CCNPCKG0012_01,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0012_01_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0012_01_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:12:46,,,False
CCNPCKG0012_02_rest01,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0012_02,CCNPCKG0012,2,rest01,rest,1.0,1,5.0,CCNPCKG0012_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0012_02_rest01._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0012_02_rest01._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:13:11,,,False
CCNPCKG0012_02_rest02,,,3.0,,,,,,,,False,,,False,,False,CCNPCKG0012_02,CCNPCKG0012,2,rest02,rest,2.0,1,5.0,CCNPCKG0012_02,3.0,2.0,1,,,{},,,True,,,hcpall._.CCNPCKG0012_02_rest02._.lcj._.3._.False.json,,,/home/ubuntu/disc_luo/ProjectADHDALL/02_calSFAstats_CCNP-PKU/easyqc/easyqc_CCNPCKG/RatingFiles/hcpall/lcj/hcpall._.CCNPCKG0012_02_rest02._.lcj._.3._.False.json,,,shell,,,hacpall,,,hcpcoregistration,,,0-4,,,"0,1,2,3,4",,,,,,,,,,,,,,,,,,SELECT * FROM df WHERE mod = 'rest',,,True,,,checkdone,,,anatfailed,,restfailed,,,2026-05-10 11:13:34,,,False
